hour,time,WindDayAheadForecastMW,WindIntradayForecastMW,PVDayAheadForecastMW,PVIntradayForecastMW,DayAheadPriceHourlyEURMWh,IntradayPricePriceQuarterHourlyEURMWh,IntradayPriceHourlyEURMWh,ImbalancePriceQuarterHourlyEURMWh
8,3/9/21 8:45,"6 103,00","4 955,00","6 645,00","7 304,00","81,35","55,74","86,18","30,98"
9,3/9/21 9:00,"5 857,00","4 645,00","7 558,00","8 502,00","72,55","76,92","68,43","40,05"
9,3/9/21 9:15,"5 668,00","4 415,00","8 471,00","9 447,00","72,55","62,42","68,43","37,71"
9,3/9/21 9:30,"5 472,00","4 263,00","9 347,00","11 069,00","72,55","59,52","68,43","28,54"
9,3/9/21 9:45,"5 282,00","3 987,00","10 204,00","12 526,00","72,55","48,94","68,43","144,83"
10,3/9/21 10:00,"5 095,00","3 872,00","11 025,00","13 431,00","63,02","68,77","59,43","112,12"
10,3/9/21 10:15,"5 001,00","3 697,00","11 797,00","14 089,00","63,02","53,63","59,43","94,33"
10,3/9/21 10:30,"4 907,00","3 643,00","12 503,00","14 901,00","63,02","53,05","59,43","46,70"
10,3/9/21 10:45,"4 809,00","3 518,00","13 119,00","15 567,00","63,02","49,31","59,43","7,71"
11,3/9/21 11:00,"4 710,00","3 440,00","13 624,00","16 375,00","59,70","61,84","56,41","85,81"
11,3/9/21 11:15,"4 671,00","3 395,00","14 061,00","16 716,00","59,70","54,05","56,41","76,32"
11,3/9/21 11:30,"4 631,00","3 420,00","14 326,00","16 973,00","59,70","54,94","56,41","81,85"
11,3/9/21 11:45,"4 591,00","3 455,00","14 435,00","17 452,00","59,70","49,42","56,41","88,21"
12,3/9/21 12:00,"4 549,00","3 377,00","14 443,00","17 376,00","57,94","56,76","53,83","111,36"
12,3/9/21 12:15,"4 514,00","3 336,00","14 369,00","17 720,00","57,94","48,22","53,83","102,14"
12,3/9/21 12:30,"4 477,00","3 266,00","14 174,00","17 520,00","57,94","49,97","53,83","100,16"
12,3/9/21 12:45,"4 446,00","3 278,00","13 856,00","16 599,00","57,94","53,62","53,83","72,18"
13,3/9/21 13:00,"4 381,00","3 165,00","13 429,00","15 889,00","56,47","47,98","53,43","108,80"
13,3/9/21 13:15,"4 297,00","3 054,00","12 981,00","14 935,00","56,47","54,54","53,43","70,81"
13,3/9/21 13:30,"4 200,00","2 951,00","12 447,00","14 230,00","56,47","54,98","53,43","48,32"
13,3/9/21 13:45,"4 096,00","3 027,00","11 878,00","13 758,00","56,47","54,40","53,43","28,46"
14,3/9/21 14:00,"3 990,00","2 904,00","11 236,00","13 530,00","56,49","43,34","52,95","-56,20"
14,3/9/21 14:15,"3 892,00","2 775,00","10 601,00","12 836,00","56,49","48,31","52,95","89,69"
14,3/9/21 14:30,"3 793,00","2 659,00","9 926,00","11 752,00","56,49","50,04","52,95","97,53"
14,3/9/21 14:45,"3 692,00","2 565,00","9 226,00","10 912,00","56,49","60,05","52,95","109,10"
15,3/9/21 15:00,"3 588,00","2 479,00","8 481,00","10 054,00","57,39","44,93","54,14","106,48"
15,3/9/21 15:15,"3 481,00","2 495,00","7 710,00","9 338,00","57,39","54,08","54,14","115,68"
15,3/9/21 15:30,"3 371,00","2 441,00","6 906,00","8 347,00","57,39","58,93","54,14","107,51"
15,3/9/21 15:45,"3 260,00","2 259,00","6 056,00","7 172,00","57,39","70,06","54,14","102,02"
16,3/9/21 16:00,"3 152,00","2 134,00","5 213,00","6 169,00","57,05","43,79","56,55","86,64"
16,3/9/21 16:15,"3 049,00","2 029,00","4 362,00","5 083,00","57,05","55,29","56,55","80,64"
16,3/9/21 16:30,"2 945,00","2 019,00","3 558,00","3 831,00","57,05","59,92","56,55","100,80"
16,3/9/21 16:45,"2 848,00","1 942,00","2 760,00","2 898,00","57,05","71,84","56,55","96,29"
17,3/9/21 17:00,"2 746,00","1 839,00","1 988,00","2 069,00","65,00","44,67","61,21","46,47"
17,3/9/21 17:15,"2 780,00","1 852,00","1 273,00","1 276,00","65,00","51,55","61,21","57,65"
17,3/9/21 17:30,"2 830,00","1 895,00","694,00","614,00","65,00","61,05","61,21","88,65"
17,3/9/21 17:45,"2 879,00","1 930,00","296,00","241,00","65,00","78,33","61,21","108,75"
18,3/9/21 18:00,"2 945,00","2 012,00","76,00","52,00","90,16","55,08","79,76","74,16"
18,3/9/21 18:15,"3 054,00","2 024,00","7,00","4,00","90,16","61,26","79,76","97,40"
18,3/9/21 18:30,"3 234,00","2 154,00","0,00","0,00","90,16","73,67","79,76","107,12"
18,3/9/21 18:45,"3 451,00","2 314,00","0,00","0,00","90,16","75,91","79,76","106,36"
19,3/9/21 19:00,"3 631,00","2 471,00","0,00","0,00","93,30","99,26","81,09","114,77"
19,3/9/21 19:15,"3 756,00","2 579,00","0,00","0,00","93,30","70,85","81,09","78,01"
19,3/9/21 19:30,"3 846,00","2 727,00","0,00","0,00","93,30","74,67","81,09","77,26"
19,3/9/21 19:45,"3 920,00","2 613,00","0,00","0,00","93,30","56,87","81,09","199,46"
20,3/9/21 20:00,"3 964,00","2 640,00","0,00","0,00","70,00","95,31","67,61","236,85"
20,3/9/21 20:15,"4 008,00","2 632,00","0,00","0,00","70,00","63,37","67,61","37,25"
20,3/9/21 20:30,"4 023,00","2 618,00","0,00","0,00","70,00","60,93","67,61","19,78"
20,3/9/21 20:45,"4 035,00","2 652,00","0,00","0,00","70,00","56,12","67,61","26,04"
21,3/9/21 21:00,"4 046,00","2 715,00","0,00","0,00","61,70","71,06","59,10","32,49"
21,3/9/21 21:15,"4 023,00","2 679,00","0,00","0,00","61,70","61,23","59,10","45,34"
21,3/9/21 21:30,"3 999,00","2 714,00","0,00","0,00","61,70","53,93","59,10","27,64"
21,3/9/21 21:45,"3 974,00","2 695,00","0,00","0,00","61,70","48,92","59,10","24,57"
22,3/9/21 22:00,"3 933,00","2 702,00","0,00","0,00","58,30","67,29","56,27","46,47"
22,3/9/21 22:15,"3 868,00","2 673,00","0,00","0,00","58,30","53,20","56,27","43,02"
22,3/9/21 22:30,"3 805,00","2 655,00","0,00","0,00","58,30","51,92","56,27","-5,99"
22,3/9/21 22:45,"3 740,00","2 660,00","0,00","0,00","58,30","49,72","56,27","39,45"
23,3/9/21 23:00,"3 674,00","2 557,00","0,00","0,00","53,57","64,37","54,15","161,25"
23,3/9/21 23:15,"3 639,00","2 437,00","0,00","0,00","53,57","53,93","54,15","22,17"
23,3/9/21 23:30,"3 606,00","2 518,00","0,00","0,00","53,57","58,54","54,15","83,96"
23,3/9/21 23:45,"3 573,00","2 522,00","0,00","0,00","53,57","47,12","54,15","4,36"
0,3/10/21 0:00,"3 393,00","2 581,00","0,00","0,00","55,57","58,14","50,70","34,08"
0,3/10/21 0:15,"3 376,00","2 575,00","0,00","0,00","55,57","51,57","50,70","32,25"
0,3/10/21 0:30,"3 368,00","2 596,00","0,00","0,00","55,57","46,74","50,70","16,95"
0,3/10/21 0:45,"3 362,00","2 753,00","0,00","0,00","55,57","43,42","50,70","91,80"
1,3/10/21 1:00,"3 350,00","2 795,00","0,00","0,00","53,05","57,63","51,34","162,66"
1,3/10/21 1:15,"3 357,00","2 873,00","0,00","0,00","53,05","51,36","51,34","16,95"
1,3/10/21 1:30,"3 368,00","2 949,00","0,00","0,00","53,05","48,07","51,34","65,76"
1,3/10/21 1:45,"3 385,00","2 882,00","0,00","0,00","53,05","46,50","51,34","-60,81"
2,3/10/21 2:00,"3 404,00","2 868,00","0,00","0,00","50,03","60,23","49,35","14,02"
2,3/10/21 2:15,"3 445,00","2 942,00","0,00","0,00","50,03","51,26","49,35","80,56"
2,3/10/21 2:30,"3 486,00","2 920,00","0,00","0,00","50,03","57,95","49,35","78,87"
2,3/10/21 2:45,"3 522,00","2 894,00","0,00","0,00","50,03","55,24","49,35","75,94"
3,3/10/21 3:00,"3 559,00","2 911,00","0,00","0,00","49,04","57,00","50,81","34,51"
3,3/10/21 3:15,"3 633,00","2 977,00","0,00","0,00","49,04","53,41","50,81","36,77"
3,3/10/21 3:30,"3 709,00","3 087,00","0,00","0,00","49,04","56,85","50,81","16,95"
3,3/10/21 3:45,"3 788,00","3 152,00","0,00","0,00","49,04","57,51","50,81","33,59"
4,3/10/21 4:00,"3 866,00","3 242,00","0,00","0,00","49,00","48,05","51,01","27,10"
4,3/10/21 4:15,"4 021,00","3 383,00","0,00","0,00","49,00","45,94","51,01","20,04"
4,3/10/21 4:30,"4 175,00","3 552,00","0,00","0,00","49,00","53,66","51,01","37,05"
4,3/10/21 4:45,"4 333,00","3 855,00","0,00","0,00","49,00","52,84","51,01","10,86"
5,3/10/21 5:00,"4 489,00","4 005,00","0,00","0,00","53,08","47,16","53,60","28,56"
5,3/10/21 5:15,"4 673,00","4 341,00","0,00","0,00","53,08","47,24","53,60","11,46"
5,3/10/21 5:30,"4 856,00","4 470,00","0,00","0,00","53,08","54,60","53,60","-65,49"
5,3/10/21 5:45,"5 040,00","4 761,00","0,00","0,00","53,08","61,10","53,60","20,23"
6,3/10/21 6:00,"5 239,00","5 015,00","0,00","0,00","58,90","44,31","60,69","115,83"
6,3/10/21 6:15,"5 439,00","5 211,00","0,00","0,00","58,90","55,12","60,69","94,07"
6,3/10/21 6:30,"5 643,00","5 367,00","31,00","30,00","58,90","62,21","60,69","74,48"
6,3/10/21 6:45,"5 809,00","5 586,00","231,00","221,00","58,90","73,29","60,69","41,97"
7,3/10/21 7:00,"5 960,00","5 780,00","720,00","675,00","69,90","57,31","68,40","147,05"
7,3/10/21 7:15,"6 176,00","6 288,00","1 447,00","1 330,00","69,90","64,85","68,40","72,89"
7,3/10/21 7:30,"6 402,00","6 584,00","2 326,00","2 006,00","69,90","70,98","68,40","96,88"
7,3/10/21 7:45,"6 635,00","6 905,00","3 285,00","2 701,00","69,90","70,12","68,40","83,97"
8,3/10/21 8:00,"6 831,00","7 119,00","4 286,00","3 324,00","68,08","80,01","65,98","148,53"
8,3/10/21 8:15,"7 002,00","7 127,00","5 301,00","4 125,00","68,08","65,39","65,98","126,71"
8,3/10/21 8:30,"7 101,00","7 314,00","6 325,00","5 010,00","68,08","69,27","65,98","117,85"
8,3/10/21 8:45,"7 174,00","7 311,00","7 354,00","5 936,00","68,08","60,42","65,98","81,51"
9,3/10/21 9:00,"7 230,00","7 719,00","8 374,00","6 983,00","58,48","75,30","63,17","116,63"
9,3/10/21 9:15,"7 400,00","7 897,00","9 367,00","8 032,00","58,48","65,65","63,17","89,72"
9,3/10/21 9:30,"7 710,00","8 148,00","10 306,00","9 092,00","58,48","58,87","63,17","66,66"
9,3/10/21 9:45,"7 892,00","8 333,00","11 188,00","9 931,00","58,48","54,36","63,17","66,62"
10,3/10/21 10:00,"8 064,00","8 413,00","12 033,00","10 837,00","50,95","60,80","54,80","117,66"
10,3/10/21 10:15,"8 446,00","8 624,00","12 836,00","11 565,00","50,95","60,58","54,80","83,08"
10,3/10/21 10:30,"8 906,00","8 911,00","13 555,00","12 342,00","50,95","56,30","54,80","73,14"
10,3/10/21 10:45,"9 285,00","9 231,00","14 188,00","13 008,00","50,95","51,93","54,80","24,71"
11,3/10/21 11:00,"9 652,00","9 552,00","14 775,00","13 448,00","50,39","66,26","52,88","-3,06"
11,3/10/21 11:15,"10 035,00","9 865,00","15 315,00","14 144,00","50,39","54,37","52,88","78,88"
11,3/10/21 11:30,"10 411,00","10 246,00","15 700,00","14 577,00","50,39","46,06","52,88","68,35"
11,3/10/21 11:45,"10 782,00","10 860,00","15 899,00","14 848,00","50,39","37,94","52,88","51,78"
12,3/10/21 12:00,"11 134,00","11 220,00","16 007,00","15 034,00","47,26","61,61","50,30","76,24"
12,3/10/21 12:15,"11 472,00","11 809,00","16 022,00","15 152,00","47,26","51,30","50,30","57,80"
12,3/10/21 12:30,"11 790,00","12 165,00","15 914,00","15 036,00","47,26","41,98","50,30","56,92"
12,3/10/21 12:45,"12 105,00","12 774,00","15 706,00","14 857,00","47,26","40,08","50,30","53,78"
13,3/10/21 13:00,"12 367,00","12 966,00","15 435,00","14 332,00","45,98","50,87","47,43","74,51"
13,3/10/21 13:15,"12 572,00","13 187,00","15 096,00","14 116,00","45,98","51,45","47,43","33,91"
13,3/10/21 13:30,"12 763,00","13 816,00","14 678,00","13 565,00","45,98","52,39","47,43","27,54"
13,3/10/21 13:45,"12 950,00","13 886,00","14 200,00","13 837,00","45,98","43,49","47,43","20,32"
14,3/10/21 14:00,"13 111,00","14 038,00","13 672,00","13 427,00","45,77","35,73","42,68","10,79"
14,3/10/21 14:15,"13 275,00","14 203,00","13 061,00","12 783,00","45,77","10,86","42,68","-80,74"
14,3/10/21 14:30,"13 409,00","14 360,00","12 329,00","12 207,00","45,77","29,49","42,68","-6,87"
14,3/10/21 14:45,"13 539,00","14 760,00","11 491,00","11 634,00","45,77","27,45","42,68","-6,65"
15,3/10/21 15:00,"13 668,00","14 893,00","10 591,00","11 096,00","47,10","35,01","42,90","57,32"
15,3/10/21 15:15,"13 825,00","15 051,00","9 644,00","10 258,00","47,10","37,54","42,90","54,23"
15,3/10/21 15:30,"13 981,00","15 259,00","8 666,00","9 091,00","47,10","41,15","42,90","73,47"
15,3/10/21 15:45,"13 996,00","15 431,00","7 668,00","8 188,00","47,10","50,28","42,90","77,14"
16,3/10/21 16:00,"14 198,00","15 600,00","6 653,00","7 219,00","49,03","34,51","45,00","62,43"
16,3/10/21 16:15,"14 450,00","15 981,00","5 641,00","6 063,00","49,03","44,23","45,00","67,30"
16,3/10/21 16:30,"14 767,00","16 518,00","4 629,00","4 802,00","49,03","49,62","45,00","220,90"
16,3/10/21 16:45,"15 096,00","16 771,00","3 623,00","3 772,00","49,03","58,56","45,00","189,73"
17,3/10/21 17:00,"15 525,00","17 482,00","2 655,00","2 703,00","55,10","40,79","50,67","116,46"
17,3/10/21 17:15,"16 080,00","18 088,00","1 740,00","1 617,00","55,10","53,78","50,67","125,19"
17,3/10/21 17:30,"16 824,00","19 022,00","960,00","825,00","55,10","59,14","50,67","89,51"
17,3/10/21 17:45,"17 676,00","19 836,00","413,00","343,00","55,10","61,51","50,67","118,13"
18,3/10/21 18:00,"18 506,00","20 941,00","111,00","83,00","58,51","51,96","52,76","78,84"
18,3/10/21 18:15,"19 412,00","22 083,00","11,00","7,00","58,51","55,44","52,76","182,43"
18,3/10/21 18:30,"20 382,00","22 776,00","0,00","0,00","58,51","58,00","52,76","145,31"
18,3/10/21 18:45,"21 426,00","23 775,00","0,00","0,00","58,51","58,59","52,76","85,98"
19,3/10/21 19:00,"22 443,00","25 015,00","0,00","0,00","56,88","70,28","55,12","95,18"
19,3/10/21 19:15,"23 423,00","26 055,00","0,00","0,00","56,88","59,22","55,12","26,60"
19,3/10/21 19:30,"24 353,00","27 238,00","0,00","0,00","56,88","52,77","55,12","27,54"
19,3/10/21 19:45,"25 227,00","28 095,00","0,00","0,00","56,88","40,48","55,12","41,46"
20,3/10/21 20:00,"25 885,00","28 759,00","0,00","0,00","45,04","58,19","44,03","68,11"
20,3/10/21 20:15,"26 709,00","29 660,00","0,00","0,00","45,04","53,58","44,03","11,69"
20,3/10/21 20:30,"27 314,00","30 303,00","0,00","0,00","45,04","38,49","44,03","1,80"
20,3/10/21 20:45,"28 112,00","31 129,00","0,00","0,00","45,04","30,25","44,03","5,87"
21,3/10/21 21:00,"28 879,00","32 013,00","0,00","0,00","41,36","56,71","40,21","18,32"
21,3/10/21 21:15,"29 577,00","32 907,00","0,00","0,00","41,36","39,09","40,21","20,87"
21,3/10/21 21:30,"30 243,00","33 747,00","0,00","0,00","41,36","30,91","40,21","-1,60"
21,3/10/21 21:45,"30 886,00","34 453,00","0,00","0,00","41,36","13,47","40,21","-5,96"
22,3/10/21 22:00,"30 692,00","34 069,00","0,00","0,00","37,11","55,57","36,62","103,57"
22,3/10/21 22:15,"31 151,00","34 820,00","0,00","0,00","37,11","41,28","36,62","83,30"
22,3/10/21 22:30,"31 627,00","35 354,00","0,00","0,00","37,11","32,92","36,62","11,45"
22,3/10/21 22:45,"32 125,00","35 734,00","0,00","0,00","37,11","11,47","36,62","27,90"
23,3/10/21 23:00,"32 491,00","36 115,00","0,00","0,00","24,12","55,38","29,79","86,58"
23,3/10/21 23:15,"32 957,00","35 957,00","0,00","0,00","24,12","39,06","29,79","71,31"
23,3/10/21 23:30,"33 429,00","36 184,00","0,00","0,00","24,12","26,34","29,79","62,60"
23,3/10/21 23:45,"33 895,00","36 801,00","0,00","0,00","24,12","7,19","29,79","17,05"
0,3/11/21 0:00,"36 152,00","37 103,00","0,00","0,00","17,80","38,33","15,22","13,38"
0,3/11/21 0:15,"36 562,00","37 505,00","0,00","0,00","17,80","32,81","15,22","92,78"
0,3/11/21 0:30,"36 920,00","37 779,00","0,00","0,00","17,80","17,42","15,22","19,89"
0,3/11/21 0:45,"37 201,00","37 957,00","0,00","0,00","17,80","-21,86","15,22","18,58"
1,3/11/21 1:00,"37 487,00","38 243,00","0,00","0,00","0,10","44,06","3,71","69,49"
1,3/11/21 1:15,"37 763,00","38 303,00","0,00","0,00","0,10","20,95","3,71","108,79"
1,3/11/21 1:30,"38 034,00","38 415,00","0,00","0,00","0,10","-8,12","3,71","-7,97"
1,3/11/21 1:45,"38 258,00","38 843,00","0,00","0,00","0,10","-18,41","3,71","-19,11"
2,3/11/21 2:00,"38 489,00","39 023,00","0,00","0,00","0,01","23,51","-3,03","8,24"
2,3/11/21 2:15,"38 724,00","39 576,00","0,00","0,00","0,01","-8,96","-3,03","-17,96"
2,3/11/21 2:30,"38 985,00","39 785,00","0,00","0,00","0,01","-14,67","-3,03","-25,67"
2,3/11/21 2:45,"39 226,00","40 002,00","0,00","0,00","0,01","-17,99","-3,03","-27,37"
3,3/11/21 3:00,"39 375,00","40 331,00","0,00","0,00","0,00","-0,13","-4,48","117,15"
3,3/11/21 3:15,"39 602,00","40 570,00","0,00","0,00","0,00","-9,15","-4,48","113,07"
3,3/11/21 3:30,"39 805,00","41 010,00","0,00","0,00","0,00","6,45","-4,48","72,02"
3,3/11/21 3:45,"39 983,00","41 167,00","0,00","0,00","0,00","17,08","-4,48","41,50"
4,3/11/21 4:00,"40 196,00","41 394,00","0,00","0,00","0,03","-24,32","-4,88","61,09"
4,3/11/21 4:15,"40 373,00","41 447,00","0,00","0,00","0,03","-19,94","-4,88","-35,37"
4,3/11/21 4:30,"40 558,00","41 611,00","0,00","0,00","0,03","13,60","-4,88","16,88"
4,3/11/21 4:45,"40 728,00","41 609,00","0,00","0,00","0,03","27,22","-4,88","-13,61"
5,3/11/21 5:00,"40 904,00","41 569,00","0,00","0,00","14,95","-17,17","14,16","-38,00"
5,3/11/21 5:15,"41 098,00","41 831,00","0,00","0,00","14,95","18,38","14,16","9,03"
5,3/11/21 5:30,"41 286,00","42 074,00","0,00","0,00","14,95","25,56","14,16","-3,16"
5,3/11/21 5:45,"41 464,00","42 519,00","0,00","0,00","14,95","28,49","14,16","3,28"
6,3/11/21 6:00,"42 804,00","43 869,00","0,00","0,00","24,97","-15,07","25,88","-108,08"
6,3/11/21 6:15,"42 945,00","43 936,00","0,00","0,00","24,97","24,00","25,88","-49,20"
6,3/11/21 6:30,"43 082,00","44 262,00","10,00","9,00","24,97","27,25","25,88","7,78"
6,3/11/21 6:45,"43 130,00","44 377,00","61,00","63,00","24,97","39,94","25,88","14,01"
7,3/11/21 7:00,"43 104,00","44 408,00","170,00","184,00","37,90","25,93","36,54","78,21"
7,3/11/21 7:15,"43 085,00","44 346,00","319,00","360,00","37,90","29,27","36,54","110,98"
7,3/11/21 7:30,"43 022,00","45 173,00","503,00","554,00","37,90","42,99","36,54","156,07"
7,3/11/21 7:45,"42 869,00","44 408,00","726,00","804,00","37,90","53,03","36,54","132,52"
8,3/11/21 8:00,"42 951,00","43 646,00","975,00","990,00","39,83","53,93","43,14","259,83"
8,3/11/21 8:15,"43 042,00","43 513,00","1 239,00","1 253,00","39,83","63,59","43,14","104,33"
8,3/11/21 8:30,"42 921,00","43 714,00","1 536,00","1 621,00","39,83","63,08","43,14","242,42"
8,3/11/21 8:45,"43 033,00","43 509,00","1 886,00","1 961,00","39,83","47,08","43,14","58,80"
9,3/11/21 9:00,"43 138,00","43 387,00","2 272,00","2 438,00","38,28","52,99","42,98","74,92"
9,3/11/21 9:15,"43 209,00","43 458,00","2 696,00","2 946,00","38,28","43,84","42,98","58,74"
9,3/11/21 9:30,"43 281,00","43 346,00","3 133,00","3 462,00","38,28","40,63","42,98","56,91"
9,3/11/21 9:45,"43 203,00","43 102,00","3 572,00","3 979,00","38,28","34,05","42,98","43,27"
10,3/11/21 10:00,"43 283,00","43 010,00","4 025,00","4 603,00","35,84","48,68","39,93","53,35"
10,3/11/21 10:15,"43 277,00","43 409,00","4 487,00","5 157,00","35,84","41,22","39,93","47,95"
10,3/11/21 10:30,"43 029,00","43 434,00","4 934,00","5 618,00","35,84","35,55","39,93","-23,49"
10,3/11/21 10:45,"42 883,00","43 613,00","5 369,00","6 136,00","35,84","30,32","39,93","-12,42"
11,3/11/21 11:00,"42 728,00","43 629,00","5 843,00","7 050,00","35,76","38,00","38,39","-1,32"
11,3/11/21 11:15,"42 722,00","43 778,00","6 327,00","8 129,00","35,76","34,63","38,39","3,10"
11,3/11/21 11:30,"42 644,00","43 981,00","6 783,00","9 035,00","35,76","24,96","38,39","23,40"
11,3/11/21 11:45,"42 576,00","44 257,00","7 170,00","9 642,00","35,76","16,70","38,39","-21,65"
12,3/11/21 12:00,"42 560,00","44 252,00","7 538,00","9 786,00","37,88","32,88","33,42","87,67"
12,3/11/21 12:15,"42 645,00","44 250,00","7 880,00","9 939,00","37,88","29,42","33,42","39,22"
12,3/11/21 12:30,"42 731,00","44 361,00","8 115,00","10 509,00","37,88","26,82","33,42","58,96"
12,3/11/21 12:45,"42 783,00","44 307,00","8 263,00","10 841,00","37,88","21,86","33,42","-73,26"
13,3/11/21 13:00,"42 945,00","44 759,00","8 371,00","10 631,00","30,27","36,62","29,49","81,12"
13,3/11/21 13:15,"43 284,00","45 523,00","8 466,00","10 490,00","30,27","29,06","29,49","67,80"
13,3/11/21 13:30,"43 705,00","45 707,00","8 501,00","10 284,00","30,27","32,41","29,49","79,86"
13,3/11/21 13:45,"44 000,00","44 947,00","8 482,00","10 234,00","30,27","20,20","29,49","60,11"
14,3/11/21 14:00,"44 171,00","45 106,00","8 385,00","9 611,00","26,21","38,35","30,36","67,95"
14,3/11/21 14:15,"44 459,00","44 864,00","8 230,00","9 027,00","26,21","35,84","30,36","70,06"
14,3/11/21 14:30,"44 765,00","44 852,00","8 017,00","8 368,00","26,21","34,78","30,36","-67,81"
14,3/11/21 14:45,"45 025,00","45 450,00","7 720,00","7 902,00","26,21","36,76","30,36","21,99"
15,3/11/21 15:00,"45 249,00","45 778,00","7 338,00","7 305,00","30,77","30,79","32,11","5,34"
