hour,time,WindDayAheadForecastMW,WindIntradayForecastMW,PVDayAheadForecastMW,PVIntradayForecastMW,DayAheadPriceHourlyEURMWh,IntradayPricePriceQuarterHourlyEURMWh,IntradayPriceHourlyEURMWh,ImbalancePriceQuarterHourlyEURMWh,Wind_DA_MWh,Wind_ID_MWh,PV_DA_MWh,PV_ID_MWh
11,8/6/21 11:30,12996.0,12160.0,17511.0,19805.0,69.08,71.88,72.28,29.62,3249.0,3040.0,4377.75,4951.25
11,8/6/21 11:45,13151.0,12515.0,17866.0,20611.0,69.08,66.66,72.28,19.89,3287.75,3128.75,4466.5,5152.75
12,8/6/21 12:00,13310.0,12606.0,18152.0,21132.0,64.74,81.27,66.85,-11.45,3327.5,3151.5,4538.0,5283.0
12,8/6/21 12:15,13508.0,12784.0,18324.0,22347.0,64.74,60.05,66.85,9.93,3377.0,3196.0,4581.0,5586.75
12,8/6/21 12:30,13723.0,13464.0,18501.0,22935.0,64.74,48.21,66.85,9.5,3430.75,3366.0,4625.25,5733.75
12,8/6/21 12:45,13938.0,13649.0,18651.0,23090.0,64.74,33.86,66.85,4.7,3484.5,3412.25,4662.75,5772.5
13,8/6/21 13:00,14162.0,13888.0,18789.0,24060.0,59.15,69.64,59.21,74.01,3540.5,3472.0,4697.25,6015.0
13,8/6/21 13:15,14282.0,14080.0,18939.0,24256.0,59.15,64.19,59.21,-50.89,3570.5,3520.0,4734.75,6064.0
13,8/6/21 13:30,14554.0,14776.0,19046.0,24401.0,59.15,54.11,59.21,12.09,3638.5,3694.0,4761.5,6100.25
13,8/6/21 13:45,14817.0,15075.0,19095.0,24098.0,59.15,35.44,59.21,20.16,3704.25,3768.75,4773.75,6024.5
14,8/6/21 14:00,15082.0,14765.0,19009.0,23770.0,54.64,47.87,53.47,76.9,3770.5,3691.25,4752.25,5942.5
14,8/6/21 14:15,15216.0,15134.0,18885.0,23032.0,54.64,42.52,53.47,66.14,3804.0,3783.5,4721.25,5758.0
14,8/6/21 14:30,15282.0,15521.0,18688.0,22242.0,54.64,47.56,53.47,83.6,3820.5,3880.25,4672.0,5560.5
14,8/6/21 14:45,15299.0,15336.0,18400.0,21898.0,54.64,55.08,53.47,90.22,3824.75,3834.0,4600.0,5474.5
15,8/6/21 15:00,15280.0,15071.0,18050.0,21080.0,55.28,57.47,58.39,128.61,3820.0,3767.75,4512.5,5270.0
15,8/6/21 15:15,15238.0,14892.0,17640.0,20864.0,55.28,63.23,58.39,-59.13,3809.5,3723.0,4410.0,5216.0
15,8/6/21 15:30,15142.0,14792.0,17111.0,19826.0,55.28,55.55,58.39,129.22,3785.5,3698.0,4277.75,4956.5
15,8/6/21 15:45,15041.0,14705.0,16494.0,19203.0,55.28,66.94,58.39,-0.22,3760.25,3676.25,4123.5,4800.75
16,8/6/21 16:00,14938.0,14927.0,15837.0,18326.0,58.93,53.51,61.75,18.01,3734.5,3731.75,3959.25,4581.5
16,8/6/21 16:15,14813.0,14787.0,15188.0,17850.0,58.93,59.3,61.75,27.02,3703.25,3696.75,3797.0,4462.5
16,8/6/21 16:30,14680.0,14585.0,14422.0,16589.0,58.93,59.28,61.75,19.99,3670.0,3646.25,3605.5,4147.25
16,8/6/21 16:45,14608.0,14185.0,13618.0,15497.0,58.93,66.67,61.75,2.23,3652.0,3546.25,3404.5,3874.25
17,8/6/21 17:00,14481.0,14312.0,12789.0,14226.0,65.21,39.69,59.65,96.57,3620.25,3578.0,3197.25,3556.5
17,8/6/21 17:15,14267.0,14145.0,11901.0,12590.0,65.21,41.66,59.65,98.52,3566.75,3536.25,2975.25,3147.5
17,8/6/21 17:30,14008.0,14858.0,10843.0,11452.0,65.21,44.51,59.65,-45.33,3502.0,3714.5,2710.75,2863.0
17,8/6/21 17:45,13718.0,14512.0,9703.0,10145.0,65.21,62.12,59.65,-57.65,3429.5,3628.0,2425.75,2536.25
18,8/6/21 18:00,13432.0,14527.0,8584.0,8958.0,77.96,49.88,74.7,125.65,3358.0,3631.75,2146.0,2239.5
18,8/6/21 18:15,13131.0,14200.0,7438.0,7585.0,77.96,67.78,74.7,139.92,3282.75,3550.0,1859.5,1896.25
18,8/6/21 18:30,12833.0,13855.0,6317.0,6512.0,77.96,71.12,74.7,133.05,3208.25,3463.75,1579.25,1628.0
18,8/6/21 18:45,12542.0,13318.0,5211.0,5275.0,77.96,85.72,74.7,154.52,3135.5,3329.5,1302.75,1318.75
19,8/6/21 19:00,12259.0,12712.0,4117.0,3998.0,85.0,52.79,80.38,8.82,3064.75,3178.0,1029.25,999.5
19,8/6/21 19:15,11927.0,12328.0,3124.0,3055.0,85.0,75.72,80.38,39.38,2981.75,3082.0,781.0,763.75
19,8/6/21 19:30,11583.0,12090.0,2321.0,2287.0,85.0,75.69,80.38,165.97,2895.75,3022.5,580.25,571.75
19,8/6/21 19:45,11204.0,11900.0,1669.0,1652.0,85.0,80.17,80.38,135.41,2801.0,2975.0,417.25,413.0
20,8/6/21 20:00,10864.0,11456.0,1113.0,1105.0,84.27,82.0,83.89,89.8,2716.0,2864.0,278.25,276.25
20,8/6/21 20:15,10727.0,11379.0,643.0,647.0,84.27,81.54,83.89,125.37,2681.75,2844.75,160.75,161.75
20,8/6/21 20:30,10684.0,10706.0,277.0,280.0,84.27,91.0,83.89,-22.65,2671.0,2676.5,69.25,70.0
20,8/6/21 20:45,10726.0,10850.0,55.0,50.0,84.27,88.28,83.89,-32.8,2681.5,2712.5,13.75,12.5
21,8/6/21 21:00,10605.0,10292.0,4.0,4.0,80.98,95.42,84.41,147.96,2651.25,2573.0,1.0,1.0
21,8/6/21 21:15,10660.0,10255.0,0.0,0.0,80.98,88.15,84.41,134.18,2665.0,2563.75,0.0,0.0
21,8/6/21 21:30,10790.0,10486.0,0.0,0.0,80.98,87.92,84.41,139.92,2697.5,2621.5,0.0,0.0
21,8/6/21 21:45,11067.0,10634.0,0.0,0.0,80.98,77.61,84.41,-6.37,2766.75,2658.5,0.0,0.0
22,8/6/21 22:00,11102.0,10644.0,0.0,0.0,79.24,99.07,84.54,48.58,2775.5,2661.0,0.0,0.0
22,8/6/21 22:15,11165.0,10996.0,0.0,0.0,79.24,87.8,84.54,22.5,2791.25,2749.0,0.0,0.0
22,8/6/21 22:30,11231.0,11093.0,0.0,0.0,79.24,83.16,84.54,25.7,2807.75,2773.25,0.0,0.0
22,8/6/21 22:45,11289.0,11326.0,0.0,0.0,79.24,69.57,84.54,70.06,2822.25,2831.5,0.0,0.0
23,8/6/21 23:00,11344.0,11426.0,0.0,0.0,67.55,88.41,75.14,95.53,2836.0,2856.5,0.0,0.0
23,8/6/21 23:15,11394.0,11547.0,0.0,0.0,67.55,76.08,75.14,76.86,2848.5,2886.75,0.0,0.0
23,8/6/21 23:30,11445.0,11815.0,0.0,0.0,67.55,70.92,75.14,69.8,2861.25,2953.75,0.0,0.0
23,8/6/21 23:45,11502.0,11963.0,0.0,0.0,67.55,54.33,75.14,62.05,2875.5,2990.75,0.0,0.0
0,8/7/21 0:00,11707.0,12226.0,0.0,0.0,64.53,76.65,58.85,11.42,2926.75,3056.5,0.0,0.0
0,8/7/21 0:15,11710.0,12247.0,0.0,0.0,64.53,69.19,58.85,97.7,2927.5,3061.75,0.0,0.0
0,8/7/21 0:30,11711.0,11850.0,0.0,0.0,64.53,57.44,58.85,69.99,2927.75,2962.5,0.0,0.0
0,8/7/21 0:45,11712.0,11804.0,0.0,0.0,64.53,44.47,58.85,71.0,2928.0,2951.0,0.0,0.0
1,8/7/21 1:00,11713.0,11740.0,0.0,0.0,59.03,74.05,57.78,17.92,2928.25,2935.0,0.0,0.0
1,8/7/21 1:15,11670.0,11817.0,0.0,0.0,59.03,64.78,57.78,8.05,2917.5,2954.25,0.0,0.0
1,8/7/21 1:30,11630.0,11933.0,0.0,0.0,59.03,54.02,57.78,6.13,2907.5,2983.25,0.0,0.0
1,8/7/21 1:45,11600.0,12133.0,0.0,0.0,59.03,48.94,57.78,8.59,2900.0,3033.25,0.0,0.0
2,8/7/21 2:00,11543.0,12345.0,0.0,0.0,57.78,59.7,55.33,24.99,2885.75,3086.25,0.0,0.0
2,8/7/21 2:15,11461.0,12225.0,0.0,0.0,57.78,55.08,55.33,7.59,2865.25,3056.25,0.0,0.0
2,8/7/21 2:30,11357.0,12130.0,0.0,0.0,57.78,50.34,55.33,8.3,2839.25,3032.5,0.0,0.0
2,8/7/21 2:45,11252.0,12003.0,0.0,0.0,57.78,43.17,55.33,72.69,2813.0,3000.75,0.0,0.0
3,8/7/21 3:00,11139.0,11854.0,0.0,0.0,57.01,54.82,54.97,114.06,2784.75,2963.5,0.0,0.0
3,8/7/21 3:15,10939.0,11585.0,0.0,0.0,57.01,57.27,54.97,78.07,2734.75,2896.25,0.0,0.0
3,8/7/21 3:30,10728.0,11352.0,0.0,0.0,57.01,59.93,54.97,98.94,2682.0,2838.0,0.0,0.0
3,8/7/21 3:45,10518.0,11066.0,0.0,0.0,57.01,61.84,54.97,89.41,2629.5,2766.5,0.0,0.0
4,8/7/21 4:00,10326.0,10612.0,0.0,0.0,58.07,49.68,52.63,133.6,2581.5,2653.0,0.0,0.0
4,8/7/21 4:15,10165.0,10546.0,0.0,0.0,58.07,54.83,52.63,134.93,2541.25,2636.5,0.0,0.0
4,8/7/21 4:30,10019.0,10417.0,0.0,0.0,58.07,61.78,52.63,131.43,2504.75,2604.25,0.0,0.0
4,8/7/21 4:45,9855.0,10277.0,0.0,0.0,58.07,65.26,52.63,137.58,2463.75,2569.25,0.0,0.0
5,8/7/21 5:00,9691.0,9867.0,0.0,0.0,60.76,59.82,56.23,27.35,2422.75,2466.75,0.0,0.0
5,8/7/21 5:15,9619.0,9701.0,0.0,0.0,60.76,61.39,56.23,25.61,2404.75,2425.25,0.0,0.0
5,8/7/21 5:30,9547.0,9687.0,3.0,4.0,60.76,59.75,56.23,5.56,2386.75,2421.75,0.75,1.0
5,8/7/21 5:45,9485.0,9578.0,52.0,53.0,60.76,57.46,56.23,20.94,2371.25,2394.5,13.0,13.25
6,8/7/21 6:00,9470.0,9748.0,256.0,254.0,60.84,47.6,57.99,112.78,2367.5,2437.0,64.0,63.5
6,8/7/21 6:15,9337.0,9672.0,602.0,582.0,60.84,53.05,57.99,106.71,2334.25,2418.0,150.5,145.5
6,8/7/21 6:30,9173.0,9935.0,1096.0,1036.0,60.84,57.89,57.99,90.23,2293.25,2483.75,274.0,259.0
6,8/7/21 6:45,9012.0,9729.0,1794.0,1737.0,60.84,61.84,57.99,102.23,2253.0,2432.25,448.5,434.25
7,8/7/21 7:00,8832.0,9308.0,2695.0,2642.0,62.83,58.91,62.45,66.45,2208.0,2327.0,673.75,660.5
7,8/7/21 7:15,8668.0,8486.0,3745.0,3830.0,62.83,63.28,62.45,16.23,2167.0,2121.5,936.25,957.5
7,8/7/21 7:30,8463.0,8116.0,4908.0,5044.0,62.83,67.85,62.45,20.94,2115.75,2029.0,1227.0,1261.0
7,8/7/21 7:45,8265.0,7982.0,6095.0,6365.0,62.83,66.1,62.45,20.94,2066.25,1995.5,1523.75,1591.25
8,8/7/21 8:00,8069.0,7591.0,7318.0,7863.0,64.14,64.24,65.98,13.98,2017.25,1897.75,1829.5,1965.75
8,8/7/21 8:15,7893.0,7133.0,8580.0,9227.0,64.14,62.95,65.98,-11.66,1973.25,1783.25,2145.0,2306.75
8,8/7/21 8:30,7567.0,6527.0,9883.0,10605.0,64.14,56.8,65.98,124.66,1891.75,1631.75,2470.75,2651.25
8,8/7/21 8:45,7279.0,6388.0,11195.0,11880.0,64.14,54.54,65.98,85.94,1819.75,1597.0,2798.75,2970.0
9,8/7/21 9:00,7022.0,6065.0,12484.0,13458.0,59.9,75.44,58.2,17.86,1755.5,1516.25,3121.0,3364.5
9,8/7/21 9:15,6839.0,5933.0,13712.0,14750.0,59.9,67.02,58.2,69.98,1709.75,1483.25,3428.0,3687.5
9,8/7/21 9:30,6764.0,5424.0,14880.0,15795.0,59.9,50.57,58.2,63.63,1691.0,1356.0,3720.0,3948.75
9,8/7/21 9:45,6740.0,5520.0,15962.0,17018.0,59.9,40.29,58.2,62.93,1685.0,1380.0,3990.5,4254.5
10,8/7/21 10:00,6707.0,5910.0,16999.0,18120.0,56.14,69.78,52.77,87.54,1676.75,1477.5,4249.75,4530.0
10,8/7/21 10:15,6806.0,5979.0,17950.0,18986.0,56.14,59.35,52.77,76.89,1701.5,1494.75,4487.5,4746.5
10,8/7/21 10:30,6902.0,6197.0,18768.0,19843.0,56.14,47.59,52.77,40.38,1725.5,1549.25,4692.0,4960.75
10,8/7/21 10:45,7005.0,6235.0,19450.0,20443.0,56.14,38.69,52.77,-30.84,1751.25,1558.75,4862.5,5110.75
11,8/7/21 11:00,7107.0,6366.0,20096.0,21217.0,53.7,66.24,54.66,-15.49,1776.75,1591.5,5024.0,5304.25
11,8/7/21 11:15,7269.0,6607.0,20537.0,21759.0,53.7,60.2,54.66,-1.25,1817.25,1651.75,5134.25,5439.75
11,8/7/21 11:30,7429.0,6707.0,20939.0,22081.0,53.7,51.46,54.66,-27.84,1857.25,1676.75,5234.75,5520.25
11,8/7/21 11:45,7561.0,6850.0,21315.0,21964.0,53.7,48.82,54.66,51.76,1890.25,1712.5,5328.75,5491.0
12,8/7/21 12:00,7694.0,7054.0,21522.0,21895.0,53.53,58.32,52.37,100.12,1923.5,1763.5,5380.5,5473.75
12,8/7/21 12:15,7726.0,7138.0,21638.0,21136.0,53.53,54.64,52.37,103.61,1931.5,1784.5,5409.5,5284.0
12,8/7/21 12:30,7769.0,7376.0,21568.0,21184.0,53.53,57.08,52.37,104.14,1942.25,1844.0,5392.0,5296.0
12,8/7/21 12:45,7814.0,7570.0,21312.0,20866.0,53.53,61.11,52.37,102.59,1953.5,1892.5,5328.0,5216.5
13,8/7/21 13:00,7869.0,7765.0,21028.0,20203.0,51.56,58.24,51.31,76.39,1967.25,1941.25,5257.0,5050.75
13,8/7/21 13:15,7914.0,7904.0,20730.0,19822.0,51.56,58.17,51.31,84.64,1978.5,1976.0,5182.5,4955.5
13,8/7/21 13:30,7996.0,8464.0,20246.0,18993.0,51.56,52.25,51.31,59.99,1999.0,2116.0,5061.5,4748.25
13,8/7/21 13:45,8128.0,8820.0,19600.0,18199.0,51.56,51.23,51.31,62.85,2032.0,2205.0,4900.0,4549.75
14,8/7/21 14:00,8258.0,9042.0,18944.0,17805.0,53.54,47.82,53.26,79.09,2064.5,2260.5,4736.0,4451.25
14,8/7/21 14:15,8369.0,9033.0,18301.0,17835.0,53.54,50.33,53.26,94.74,2092.25,2258.25,4575.25,4458.75
14,8/7/21 14:30,8458.0,8791.0,17576.0,17042.0,53.54,53.97,53.26,109.45,2114.5,2197.75,4394.0,4260.5
14,8/7/21 14:45,8527.0,8641.0,16731.0,16436.0,53.54,63.0,53.26,104.36,2131.75,2160.25,4182.75,4109.0
15,8/7/21 15:00,8583.0,8141.0,15992.0,15754.0,53.52,41.33,55.22,109.94,2145.75,2035.25,3998.0,3938.5
15,8/7/21 15:15,8628.0,8106.0,15223.0,14805.0,53.52,54.62,55.22,108.73,2157.0,2026.5,3805.75,3701.25
15,8/7/21 15:30,8628.0,8071.0,14446.0,13919.0,53.52,62.9,55.22,108.44,2157.0,2017.75,3611.5,3479.75
15,8/7/21 15:45,8628.0,7975.0,13652.0,13046.0,53.52,71.32,55.22,6.23,2157.0,1993.75,3413.0,3261.5
16,8/7/21 16:00,8626.0,7894.0,12848.0,12078.0,57.01,58.49,61.91,15.25,2156.5,1973.5,3212.0,3019.5
16,8/7/21 16:15,8674.0,7865.0,12018.0,10869.0,57.01,59.92,61.91,21.5,2168.5,1966.25,3004.5,2717.25
16,8/7/21 16:30,8721.0,8040.0,11188.0,9921.0,57.01,61.98,61.91,-23.33,2180.25,2010.0,2797.0,2480.25
16,8/7/21 16:45,8767.0,8033.0,10367.0,9488.0,57.01,62.36,61.91,-12.67,2191.75,2008.25,2591.75,2372.0
17,8/7/21 17:00,8809.0,8380.0,9534.0,8856.0,69.08,49.96,67.27,69.37,2202.25,2095.0,2383.5,2214.0
17,8/7/21 17:15,8703.0,8623.0,8684.0,8099.0,69.08,56.84,67.27,105.6,2175.75,2155.75,2171.0,2024.75
17,8/7/21 17:30,8595.0,8761.0,7822.0,7178.0,69.08,71.08,67.27,122.98,2148.75,2190.25,1955.5,1794.5
17,8/7/21 17:45,8472.0,8853.0,6951.0,6190.0,69.08,79.63,67.27,30.79,2118.0,2213.25,1737.75,1547.5
18,8/7/21 18:00,8355.0,9272.0,6080.0,5400.0,77.0,67.62,74.75,20.54,2088.75,2318.0,1520.0,1350.0
18,8/7/21 18:15,8264.0,9474.0,5246.0,4577.0,77.0,75.2,74.75,11.07,2066.0,2368.5,1311.5,1144.25
18,8/7/21 18:30,8198.0,9500.0,4478.0,3985.0,77.0,80.62,74.75,10.18,2049.5,2375.0,1119.5,996.25
18,8/7/21 18:45,8134.0,9549.0,3752.0,3164.0,77.0,81.33,74.75,23.15,2033.5,2387.25,938.0,791.0
19,8/7/21 19:00,8088.0,9848.0,3033.0,2628.0,80.08,65.94,73.33,13.51,2022.0,2462.0,758.25,657.0
19,8/7/21 19:15,8100.0,9848.0,2338.0,2120.0,80.08,67.19,73.33,23.14,2025.0,2462.0,584.5,530.0
19,8/7/21 19:30,8107.0,9921.0,1739.0,1574.0,80.08,70.93,73.33,22.06,2026.75,2480.25,434.75,393.5
19,8/7/21 19:45,8085.0,9944.0,1236.0,1043.0,80.08,68.51,73.33,27.02,2021.25,2486.0,309.0,260.75
20,8/7/21 20:00,8207.0,10286.0,816.0,640.0,75.1,72.56,65.42,62.56,2051.75,2571.5,204.0,160.0
20,8/7/21 20:15,8437.0,10564.0,467.0,365.0,75.1,61.41,65.42,1.56,2109.25,2641.0,116.75,91.25
20,8/7/21 20:30,8734.0,11243.0,211.0,163.0,75.1,54.75,65.42,-41.04,2183.5,2810.75,52.75,40.75
20,8/7/21 20:45,9124.0,11772.0,47.0,30.0,75.1,48.49,65.42,85.87,2281.0,2943.0,11.75,7.5
21,8/7/21 21:00,9554.0,12474.0,3.0,1.0,69.0,71.42,61.77,118.33,2388.5,3118.5,0.75,0.25
21,8/7/21 21:15,10014.0,12769.0,0.0,0.0,69.0,67.37,61.77,102.08,2503.5,3192.25,0.0,0.0
21,8/7/21 21:30,10605.0,13608.0,0.0,0.0,69.0,59.77,61.77,104.01,2651.25,3402.0,0.0,0.0
21,8/7/21 21:45,11170.0,14048.0,0.0,0.0,69.0,48.16,61.77,71.42,2792.5,3512.0,0.0,0.0
22,8/7/21 22:00,11600.0,14096.0,0.0,0.0,64.19,77.08,59.23,102.29,2900.0,3524.0,0.0,0.0
22,8/7/21 22:15,12091.0,14474.0,0.0,0.0,64.19,71.78,59.23,93.05,3022.75,3618.5,0.0,0.0
22,8/7/21 22:30,12588.0,14351.0,0.0,0.0,64.19,60.38,59.23,83.51,3147.0,3587.75,0.0,0.0
22,8/7/21 22:45,13033.0,14307.0,0.0,0.0,64.19,42.77,59.23,266.0,3258.25,3576.75,0.0,0.0
23,8/7/21 23:00,13488.0,14349.0,0.0,0.0,58.02,75.78,51.41,43.61,3372.0,3587.25,0.0,0.0
23,8/7/21 23:15,13781.0,14823.0,0.0,0.0,58.02,66.6,51.41,104.91,3445.25,3705.75,0.0,0.0
23,8/7/21 23:30,14077.0,15422.0,0.0,0.0,58.02,58.77,51.41,104.38,3519.25,3855.5,0.0,0.0
23,8/7/21 23:45,14378.0,15801.0,0.0,0.0,58.02,41.41,51.41,72.71,3594.5,3950.25,0.0,0.0
0,8/8/21 0:00,15288.0,15995.0,0.0,0.0,16.02,59.15,13.43,106.63,3822.0,3998.75,0.0,0.0
0,8/8/21 0:15,15587.0,15862.0,0.0,0.0,16.02,40.95,13.43,99.66,3896.75,3965.5,0.0,0.0
0,8/8/21 0:30,15888.0,15409.0,0.0,0.0,16.02,38.72,13.43,96.45,3972.0,3852.25,0.0,0.0
0,8/8/21 0:45,16182.0,15756.0,0.0,0.0,16.02,40.09,13.43,-42.55,4045.5,3939.0,0.0,0.0
1,8/8/21 1:00,16509.0,15744.0,0.0,0.0,1.27,33.95,3.93,-70.67,4127.25,3936.0,0.0,0.0
1,8/8/21 1:15,16871.0,15289.0,0.0,0.0,1.27,14.95,3.93,69.13,4217.75,3822.25,0.0,0.0
1,8/8/21 1:30,17232.0,15851.0,0.0,0.0,1.27,-0.79,3.93,35.0,4308.0,3962.75,0.0,0.0
1,8/8/21 1:45,17546.0,16188.0,0.0,0.0,1.27,-15.38,3.93,-29.47,4386.5,4047.0,0.0,0.0
2,8/8/21 2:00,17848.0,17207.0,0.0,0.0,0.67,10.6,-1.54,80.36,4462.0,4301.75,0.0,0.0
2,8/8/21 2:15,18091.0,17377.0,0.0,0.0,0.67,-0.61,-1.54,82.38,4522.75,4344.25,0.0,0.0
2,8/8/21 2:30,18344.0,18159.0,0.0,0.0,0.67,-3.62,-1.54,-6.69,4586.0,4539.75,0.0,0.0
2,8/8/21 2:45,18604.0,18240.0,0.0,0.0,0.67,-12.43,-1.54,-10.4,4651.0,4560.0,0.0,0.0
3,8/8/21 3:00,18882.0,18524.0,0.0,0.0,0.59,1.64,-5.42,-4.21,4720.5,4631.0,0.0,0.0
3,8/8/21 3:15,19090.0,18736.0,0.0,0.0,0.59,-1.72,-5.42,-95.92,4772.5,4684.0,0.0,0.0
3,8/8/21 3:30,19310.0,19419.0,0.0,0.0,0.59,-2.77,-5.42,89.07,4827.5,4854.75,0.0,0.0
3,8/8/21 3:45,19528.0,19521.0,0.0,0.0,0.59,-6.3,-5.42,54.4,4882.0,4880.25,0.0,0.0
4,8/8/21 4:00,19776.0,19277.0,0.0,0.0,0.07,4.42,-4.62,-13.17,4944.0,4819.25,0.0,0.0
4,8/8/21 4:15,20027.0,19571.0,0.0,0.0,0.07,3.25,-4.62,-11.74,5006.75,4892.75,0.0,0.0
4,8/8/21 4:30,20235.0,19712.0,0.0,0.0,0.07,-3.89,-4.62,-7.36,5058.75,4928.0,0.0,0.0
4,8/8/21 4:45,20443.0,20022.0,0.0,0.0,0.07,-4.3,-4.62,-6.61,5110.75,5005.5,0.0,0.0
5,8/8/21 5:00,20637.0,20504.0,0.0,0.0,0.04,-0.39,-4.45,98.55,5159.25,5126.0,0.0,0.0
5,8/8/21 5:15,20756.0,20676.0,0.0,0.0,0.04,-2.85,-4.45,-5.72,5189.0,5169.0,0.0,0.0
5,8/8/21 5:30,20911.0,20747.0,2.0,2.0,0.04,-3.4,-4.45,-18.18,5227.75,5186.75,0.5,0.5
5,8/8/21 5:45,21044.0,20986.0,45.0,41.0,0.04,-4.67,-4.45,-15.96,5261.0,5246.5,11.25,10.25
6,8/8/21 6:00,21556.0,21646.0,211.0,208.0,0.04,-1.58,-4.69,8.96,5389.0,5411.5,52.75,52.0
6,8/8/21 6:15,21651.0,21555.0,508.0,509.0,0.04,-2.35,-4.69,5.27,5412.75,5388.75,127.0,127.25
6,8/8/21 6:30,21713.0,21391.0,938.0,942.0,0.04,-3.57,-4.69,3.75,5428.25,5347.75,234.5,235.5
6,8/8/21 6:45,21773.0,21414.0,1560.0,1480.0,0.04,-1.29,-4.69,2.58,5443.25,5353.5,390.0,370.0
7,8/8/21 7:00,21543.0,18207.0,2393.0,2266.0,-0.29,9.3,2.76,-107.91,5385.75,4551.75,598.25,566.5
7,8/8/21 7:15,21611.0,17996.0,3412.0,3301.0,-0.29,3.27,2.76,-89.15,5402.75,4499.0,853.0,825.25
7,8/8/21 7:30,21890.0,17205.0,4567.0,4343.0,-0.29,-1.23,2.76,-32.21,5472.5,4301.25,1141.75,1085.75
7,8/8/21 7:45,21996.0,17368.0,5816.0,5675.0,-0.29,-1.78,2.76,112.99,5499.0,4342.0,1454.0,1418.75
8,8/8/21 8:00,22305.0,18458.0,7109.0,6909.0,-0.17,30.62,3.98,126.69,5576.25,4614.5,1777.25,1727.25
8,8/8/21 8:15,22752.0,18858.0,8443.0,8180.0,-0.17,11.08,3.98,-115.84,5688.0,4714.5,2110.75,2045.0
8,8/8/21 8:30,23353.0,19983.0,9771.0,9519.0,-0.17,-0.89,3.98,-101.77,5838.25,4995.75,2442.75,2379.75
8,8/8/21 8:45,23825.0,20473.0,11013.0,10861.0,-0.17,-6.88,3.98,-123.51,5956.25,5118.25,2753.25,2715.25
9,8/8/21 9:00,24300.0,21423.0,12201.0,12205.0,-4.37,23.09,3.08,-170.99,6075.0,5355.75,3050.25,3051.25
9,8/8/21 9:15,24829.0,21839.0,13325.0,13725.0,-4.37,6.9,3.08,-177.38,6207.25,5459.75,3331.25,3431.25
9,8/8/21 9:30,25294.0,22292.0,14407.0,15070.0,-4.37,-2.52,3.08,114.45,6323.5,5573.0,3601.75,3767.5
9,8/8/21 9:45,25778.0,22666.0,15439.0,16224.0,-4.37,-13.31,3.08,21.02,6444.5,5666.5,3859.75,4056.0
10,8/8/21 10:00,26257.0,23321.0,16415.0,17229.0,-9.96,6.12,0.58,54.94,6564.25,5830.25,4103.75,4307.25
10,8/8/21 10:15,26578.0,23616.0,17332.0,17971.0,-9.96,-1.6,0.58,40.39,6644.5,5904.0,4333.0,4492.75
10,8/8/21 10:30,26879.0,23369.0,18167.0,18653.0,-9.96,-11.15,0.58,-124.82,6719.75,5842.25,4541.75,4663.25
10,8/8/21 10:45,26954.0,23485.0,18889.0,19371.0,-9.96,-7.8,0.58,-153.47,6738.5,5871.25,4722.25,4842.75
11,8/8/21 11:00,27271.0,23952.0,19538.0,19929.0,-14.0,-3.65,-1.42,-128.33,6817.75,5988.0,4884.5,4982.25
11,8/8/21 11:15,27546.0,24176.0,20147.0,20774.0,-14.0,-10.68,-1.42,-147.61,6886.5,6044.0,5036.75,5193.5
11,8/8/21 11:30,27819.0,23879.0,20676.0,21722.0,-14.0,-12.37,-1.42,-160.85,6954.75,5969.75,5169.0,5430.5
11,8/8/21 11:45,28056.0,23988.0,21146.0,22060.0,-14.0,-15.62,-1.42,138.82,7014.0,5997.0,5286.5,5515.0
12,8/8/21 12:00,28252.0,23594.0,21548.0,22294.0,-20.08,-12.81,-12.31,47.6,7063.0,5898.5,5387.0,5573.5
12,8/8/21 12:15,28400.0,23740.0,21869.0,22532.0,-20.08,-11.39,-12.31,93.33,7100.0,5935.0,5467.25,5633.0
12,8/8/21 12:30,28461.0,23586.0,22062.0,23039.0,-20.08,-19.91,-12.31,14.71,7115.25,5896.5,5515.5,5759.75
12,8/8/21 12:45,28421.0,23564.0,22132.0,22418.0,-20.08,-31.97,-12.31,104.97,7105.25,5891.0,5533.0,5604.5
13,8/8/21 13:00,28510.0,21817.0,22122.0,22005.0,-43.3,-27.49,-34.67,-108.05,7127.5,5454.25,5530.5,5501.25
13,8/8/21 13:15,28521.0,22347.0,22061.0,22458.0,-43.3,-31.58,-34.67,-247.44,7130.25,5586.75,5515.25,5614.5
13,8/8/21 13:30,28565.0,22058.0,21951.0,21788.0,-43.3,-40.23,-34.67,45.06,7141.25,5514.5,5487.75,5447.0
13,8/8/21 13:45,28593.0,21925.0,21783.0,21465.0,-43.3,-43.53,-34.67,17.73,7148.25,5481.25,5445.75,5366.25
14,8/8/21 14:00,28572.0,21427.0,21552.0,20756.0,-63.03,-50.97,-47.45,-78.99,7143.0,5356.75,5388.0,5189.0
14,8/8/21 14:15,28591.0,19206.0,21237.0,20326.0,-63.03,-47.23,-47.45,-189.41,7147.75,4801.5,5309.25,5081.5
14,8/8/21 14:30,28587.0,19696.0,20819.0,19996.0,-63.03,-44.38,-47.45,-159.28,7146.75,4924.0,5204.75,4999.0
14,8/8/21 14:45,28510.0,19944.0,20312.0,19527.0,-63.03,-41.68,-47.45,-54.51,7127.5,4986.0,5078.0,4881.75
